tick,cycles,kind,pc,ra,fn,mode,d4d4,scratch0,dest,d278,hp,d2e8,gp90,a0,a1,a2,a3,sp,s0,s1,note
0x000001b5,0x086c5d0a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x02100000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b6,0x087da1be,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x021b0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b7,0x088ecb42,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x021d0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b8,0x089ffa3d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x021a0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b9,0x08b13ee7,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x02120000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001ba,0x08c27de9,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x02110000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001bb,0x08d3a99f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x00000000,0x80186bb8,0x00000002,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001bc,0x08e4ecc7,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001bd,0x08f61552,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001be,0x09076d40,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001bf,0x09189c99,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c0,0x0929c909,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c1,0x093b0aab,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c2,0x094c4acd,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c3,0x095d8938,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c4,0x096ec33f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c5,0x097fe9e0,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a22dc,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c6,0x09912039,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a12ec,0x00000001,0x00000000,0x8007136c,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001c7,0x099124d5,1F704,0x8001f704,0x8001f5f0,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000004,0x801a12ec,0x800b8a20,0x00000000,0x800b8a20,0x00000184,0x801ffa38,0x00000003,0x800a5f14,computed_damage
0x000001c9,0x09a26814,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000004,0x801a22dc,0x00000001,0x00000000,0x801fff48,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001ca,0x09b39115,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001cb,0x09c4e397,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001cc,0x09d60b71,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001cd,0x09e741c1,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001ce,0x09f889e6,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001cf,0x0a09c243,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d0,0x0a1af190,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d1,0x0a2c3d6a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d2,0x0a3d60b8,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a12ec,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d3,0x0a4e9edd,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d4,0x0a5fd091,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d5,0x0a711350,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d6,0x0a825c76,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d7,0x0a937885,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d8,0x0aa4b852,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
0x000001d9,0x0ab5e496,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a3494,0x801ffed0,0x00000002,0x00000002,0x801a348c,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x000001da,0x0ab61756,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,31,0x00000005,0x801a22dc,0x00000001,0x00000000,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000001,damage_entry
